continent;location;date;total_cases;total_deaths;total_tests;positive_rate;total_vaccinations;population;aged_65_older;aged_70_older;cardiovasc_death_rate;diabetes_prevalence;female_smokers;male_smokers
South America;Argentina;29/11/2020;1418807;38473;3533720;0,348;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;30/11/2020;1424533;38730;3555163;0,336;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;01/12/2020;1432570;38928;3580211;0,339;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;02/12/2020;1440103;39156;3604170;0,336;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;03/12/2020;1447732;39305;3628568;0,329;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;04/12/2020;1454631;39512;3650447;0,329;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;05/12/2020;1459832;39632;3666830;0,325;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;06/12/2020;1463110;39770;3675397;0,313;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;07/12/2020;1466309;39888;3687759;0,315;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;08/12/2020;1469919;40009;3698245;0,316;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;09/12/2020;1475222;40222;3722277;0,297;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;10/12/2020;1482216;40431;3748142;0,288;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;11/12/2020;1489328;40606;3773385;0,282;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;12/12/2020;1494602;40668;3792505;0,277;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;13/12/2020;1498160;40766;3803681;0,273;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;14/12/2020;1503222;41041;3827482;0,264;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;15/12/2020;1510203;41204;3854115;0,258;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;16/12/2020;1517046;41365;3881791;0,262;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;17/12/2020;1524372;41534;3911500;0,258;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;18/12/2020;1531374;41672;3942239;0,249;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;19/12/2020;1537169;41763;3966083;0,245;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;20/12/2020;1541285;41813;3981280;0,243;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;21/12/2020;1547138;41997;4011436;0,239;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;22/12/2020;1555279;42254;4045300;0,236;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;23/12/2020;1563865;42314;4080740;0,235;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;24/12/2020;1563865;42314;4100718;0,209;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;25/12/2020;1574554;42422;4106593;0,263;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;26/12/2020;1578267;42501;4130692;0,25;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;27/12/2020;1583297;42650;4148175;0,252;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;28/12/2020;1590513;42868;4186084;0,248;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;29/12/2020;1602163;43018;4226866;0,258;700;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;30/12/2020;1613928;43163;4270821;0,263;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;31/12/2020;1625514;43245;4299270;0,31;32013;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;01/01/2021;1629594;43319;4307087;0,275;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;02/01/2021;1634834;43375;4331334;0,282;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;03/01/2021;1640718;43482;4351782;0,282;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;04/01/2021;1648940;43634;4393002;0,282;39599;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;05/01/2021;1662730;43785;4437995;0,287;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;06/01/2021;1676171;43976;4484983;0,291;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;07/01/2021;1690006;44122;4527921;0,282;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;08/01/2021;1703352;44273;4572256;0,278;107542;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;09/01/2021;1714409;44417;4607862;0,288;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;10/01/2021;1722217;44495;4629525;0,293;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;11/01/2021;1730921;44654;4670709;0,295;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;12/01/2021;1744704;44848;4713289;0,298;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;13/01/2021;1757429;44983;4758777;0,297;166833;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;14/01/2021;1770715;45125;4801269;0,295;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;15/01/2021;1783047;45227;4848636;0,288;200759;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;16/01/2021;1791979;45295;4885873;0,279;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;17/01/2021;1799243;45407;4911298;0,273;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;18/01/2021;1807428;45832;4955566;0,269;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;19/01/2021;1819569;46066;5002528;0,259;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;20/01/2021;1831681;46216;5046626;0,258;247933;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;21/01/2021;1843077;46355;5088279;0,252;265724;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;22/01/2021;1853830;46575;5128178;0,253;279602;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;23/01/2021;1862192;46737;5157208;0,259;288064;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;24/01/2021;1867223;46827;5177374;0,255;292023;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;25/01/2021;1874801;47034;5217115;0,258;292386;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;26/01/2021;1885210;47253;5256667;0,258;305880;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;27/01/2021;1896053;47435;5297539;0,257;318033;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;28/01/2021;1905524;47601;5336198;0,252;327999;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;29/01/2021;1915362;47775;5376311;0,248;344034;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;30/01/2021;1922264;47931;5411792;0,236;366384;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;31/01/2021;1927239;47974;5443346;0,226;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;01/02/2021;1933853;48249;5489040;0,217;375851;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;02/02/2021;1943548;48426;5537978;0,207;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;03/02/2021;1952744;48539;5582792;0,199;396562;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;04/02/2021;1961635;48700;5621457;0,197;444018;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;05/02/2021;1970009;48985;5658797;0,193;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;06/02/2021;1976689;49110;5687087;0,198;471383;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;07/02/2021;1980347;49171;5707298;0,201;501152;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;08/02/2021;1985501;49398;5747383;0,2;511582;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;09/02/2021;1993295;49566;5789247;0,198;513178;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;10/02/2021;2001034;49674;5830923;0,195;535303;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;11/02/2021;2008345;49874;5870929;0,187;572928;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;12/02/2021;2015496;50029;5912022;0,18;591632;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;13/02/2021;2021553;50188;5945162;0,174;606245;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;14/02/2021;2025798;50236;5967237;0,175;609605;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;15/02/2021;2029057;50327;5997073;0,174;609791;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;16/02/2021;2033060;50432;6028177;0,166;611169;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;17/02/2021;2039124;50616;6073082;0,157;612322;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;18/02/2021;2046795;50857;6118852;0,155;635583;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;19/02/2021;2054681;51000;6162383;0,157;668654;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;20/02/2021;2060625;51122;6193854;0,157;707148;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;21/02/2021;2064334;51198;6216025;0,155;720267;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;22/02/2021;2069751;51359;6256420;0,157;722234;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;23/02/2021;2077228;51510;6296247;0,165;746615;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;24/02/2021;2085411;51650;6334832;0,177;780455;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;25/02/2021;2093645;51795;6369342;0,187;829832;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;26/02/2021;2098728;51887;6405949;0,181;903915;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;27/02/2021;2104197;51946;6434003;0,181;984895;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;28/02/2021;2107365;51965;6457017;0,179;1025003;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;01/03/2021;2112023;52077;6491556;0,18;1049169;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;02/03/2021;2118676;52192;6527833;0,179;1126108;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;03/03/2021;2126531;52453;6563236;0,18;1181292;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;04/03/2021;2133963;52644;6596789;0,177;1252461;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;05/03/2021;2141854;52784;6631699;0,191;1357596;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;06/03/2021;2146714;52870;6655931;0,192;;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;07/03/2021;2149636;52880;6672129;0,197;1526078;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;08/03/2021;2154694;53121;6705328;0,2;1546699;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;09/03/2021;2162001;53252;6741176;0,203;1648957;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;10/03/2021;2169694;53359;6778280;0,201;1774438;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;11/03/2021;2177898;53493;6813343;0,203;1919074;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;12/03/2021;2185747;53578;6851234;0,2;2098205;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;13/03/2021;2192025;53646;6879140;0,203;2294738;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;14/03/2021;2195722;53670;6897592;0,204;2381429;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;15/03/2021;2201886;53836;6933994;0,206;2404194;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;16/03/2021;2210121;54036;6971688;0,209;2541362;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;17/03/2021;2218425;54231;7008399;0,212;2668103;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;18/03/2021;2226753;54386;7043555;0,212;2805153;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;19/03/2021;2234913;54476;7080994;0,214;2939364;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;20/03/2021;2241739;54517;7106703;0,218;3063864;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;21/03/2021;2245771;54545;7123725;0,221;3119828;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;22/03/2021;2252172;54671;7160541;0,222;3142444;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;23/03/2021;2261577;54823;7198568;0,227;3240731;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;24/03/2021;2269877;54946;7217866;0,246;3328933;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;25/03/2021;2278115;55092;;;3365839;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;26/03/2021;2291051;55235;;;3474415;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;27/03/2021;2301389;55368;;;3570460;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;28/03/2021;2308597;55449;;;3625283;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;29/03/2021;2322611;55611;;;3646068;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Argentina;30/03/2021;2332765;55736;;;3744566;45195777;11,198;7,441;191,032;5,5;16,2;27,7
South America;Bolivia;01/04/2020;115;7;836;0,185;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;02/04/2020;123;8;;0,15;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;03/04/2020;132;9;1118;0,117;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;04/04/2020;139;10;;0,094;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;05/04/2020;157;10;;0,099;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;06/04/2020;183;11;1549;0,101;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;07/04/2020;194;14;1681;0,096;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;08/04/2020;210;15;1875;0,092;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;09/04/2020;264;18;1997;0,138;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;10/04/2020;268;19;2185;0,128;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;11/04/2020;275;20;2356;0,125;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;12/04/2020;300;24;2528;0,128;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;13/04/2020;330;27;;0,125;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;14/04/2020;354;28;2919;0,129;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;15/04/2020;397;28;3230;0,138;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;16/04/2020;441;29;3419;0,125;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;17/04/2020;465;31;3573;0,142;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;18/04/2020;493;31;3923;0,139;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;19/04/2020;520;32;4135;0,137;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;20/04/2020;564;33;4298;0,149;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;21/04/2020;598;34;4420;0,163;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;22/04/2020;609;37;4855;0,131;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;23/04/2020;703;43;4995;0,166;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;24/04/2020;807;44;5297;0,199;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;25/04/2020;866;46;5572;0,226;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;26/04/2020;950;50;5791;0,259;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;27/04/2020;1014;53;5988;0,267;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;28/04/2020;1053;55;6121;0,267;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;29/04/2020;1110;59;;0,338;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;30/04/2020;1167;62;6551;0,299;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;01/05/2020;1229;66;6975;0,251;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;02/05/2020;1470;71;7651;0,291;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;03/05/2020;1594;76;8080;0,281;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;04/05/2020;1681;82;8611;0,254;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;05/05/2020;1802;86;8995;0,26;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;06/05/2020;1886;91;9156;0,275;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;07/05/2020;2081;102;10099;0,258;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;08/05/2020;2266;106;10651;0,282;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;09/05/2020;2437;114;;0,276;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;10/05/2020;2556;118;11671;0,268;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;11/05/2020;2831;122;12553;0,292;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;12/05/2020;2964;128;13080;0,284;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;13/05/2020;3148;142;13605;0,283;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;14/05/2020;3372;152;14159;0,318;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;15/05/2020;3577;164;14803;0,316;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;16/05/2020;3826;165;15656;0,309;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;17/05/2020;4088;169;16404;0,324;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;18/05/2020;4263;174;16781;0,339;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;19/05/2020;4481;189;17560;0,339;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;20/05/2020;4919;199;18566;0,357;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;21/05/2020;5187;215;19289;0,354;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;22/05/2020;5579;230;20096;0,378;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;23/05/2020;5915;240;21205;0,376;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;24/05/2020;6263;250;21994;0,389;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;25/05/2020;6660;261;22773;0,4;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;26/05/2020;7136;274;23639;0,437;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;27/05/2020;7768;280;25065;0,439;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;28/05/2020;8387;293;26190;0,464;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;29/05/2020;8731;300;26965;0,459;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;30/05/2020;9592;310;28239;0,523;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;31/05/2020;9982;313;28957;0,534;;11673029;6,704;4,393;204,299;6,89;;
South America;Bolivia;01/06/2020;10531;343;30040;0,533;;11673029;6,704;4,393;204,299;6,89;;
